Time: 0 | a: 0100101000101101 | b: 1011001111010100 | result: 11101001111011011110010001000100 | result (hex): e9ede444
Time: 15820 | a: 1100110000110100 | b: 1001010110100110 | result: 00010101100001001010110110111000 | result (hex): 1584adb8
Time: 15830 | a: 1110111010111011 | b: 1100100100000101 | result: 00000011101101010111110010100111 | result (hex): 3b57ca7
Time: 15840 | a: 1101010100001101 | b: 0111010001000011 | result: 11101100011111101010011001100111 | result (hex): ec7ea667
Time: 15850 | a: 1000111110111000 | b: 0000111101101110 | result: 11111001001110111000100100010000 | result (hex): f93b8910
Time: 15860 | a: 1011011000011010 | b: 0001101000000101 | result: 11111000011111010011001010000010 | result (hex): f87d3282
Time: 15870 | a: 0001000110101010 | b: 0001110101000111 | result: 00000010000001010010100000100110 | result (hex): 2052826
Time: 15880 | a: 0110011011111111 | b: 1010100010111101 | result: 11011100111001000110001001000011 | result (hex): dce46243
Time: 15890 | a: 1010110111010010 | b: 0011100100000111 | result: 11101101101100011000001010111110 | result (hex): edb182be
Time: 15900 | a: 1111000000100111 | b: 1010111110110010 | result: 00000100111110001010010000011110 | result (hex): 4f8a41e
Time: 15910 | a: 0111110010100000 | b: 0111101101100101 | result: 00111100000100100000101100100000 | result (hex): 3c120b20
Time: 15920 | a: 1101011110100000 | b: 1100100101110010 | result: 00001000100110101010010101000000 | result (hex): 89aa540
Time: 15930 | a: 0010101100011111 | b: 1100101010001110 | result: 11110110111111110110000100110010 | result (hex): f6ff6132
Time: 15940 | a: 1001001100101110 | b: 1101011101011011 | result: 00010001010001101111001101011010 | result (hex): 1146f35a
Time: 15950 | a: 1101000000001001 | b: 1111010101110101 | result: 00000001111110011011000100011101 | result (hex): 1f9b11d
Time: 15960 | a: 0000000000011110 | b: 0011101111011011 | result: 00000000000001110000001110101010 | result (hex): 703aa
Time: 15970 | a: 0101010111111010 | b: 0100110001010010 | result: 00011001101000011100001000010100 | result (hex): 19a1c214
Time: 15980 | a: 0101000110000001 | b: 1100010010110110 | result: 11101101000111111011010110110110 | result (hex): ed1fb5b6
Time: 15990 | a: 1001010101011000 | b: 1010011010001110 | result: 00100101010000111110011011010000 | result (hex): 2543e6d0
Time: 16000 | a: 1011100011111001 | b: 1010010100010000 | result: 00011001001110110000110010010000 | result (hex): 193b0c90
Time: 16010 | a: 0011010111111100 | b: 1110111100010011 | result: 11111100011011100100010110110100 | result (hex): fc6e45b4
Time: 16020 | a: 0011111100010110 | b: 1100011110100110 | result: 11110010000111010000001001000100 | result (hex): f21d0244
Time: 16030 | a: 1000110001011010 | b: 0010011000010101 | result: 11101110110010111101111101100010 | result (hex): eecbdf62
Time: 16040 | a: 1111000001100100 | b: 1011101000101100 | result: 00000100010000011111100100110000 | result (hex): 441f930
Time: 16050 | a: 1101111100011101 | b: 0110000010001011 | result: 11110011100110010000010010111111 | result (hex): f39904bf
Time: 16060 | a: 1110100111011110 | b: 1101101110111101 | result: 00000011001000101001001011100110 | result (hex): 32292e6
Time: 16070 | a: 0101101111110000 | b: 0100000101111111 | result: 00010111100001011000110000010000 | result (hex): 17858c10
Time: 16080 | a: 0010010100101111 | b: 0000011100001111 | result: 00000001000001100111011011000001 | result (hex): 10676c1
Time: 16090 | a: 1000110000001101 | b: 0011100001011110 | result: 11100110011110000100010011000110 | result (hex): e67844c6
Time: 16100 | a: 0101111001101010 | b: 1101110000010110 | result: 11110010110000010011010100011100 | result (hex): f2c1351c
Time: 16110 | a: 1010110111010011 | b: 1101111010001000 | result: 00001010101111100101001000011000 | result (hex): abe5218
Time: 16120 | a: 1001011111110001 | b: 1000001111001110 | result: 00110010011110111001011011101110 | result (hex): 327b96ee
Time: 16130 | a: 1010101011011011 | b: 0110100101110010 | result: 11011100111011011110100010000110 | result (hex): dcede886
Time: 16140 | a: 1100100010000100 | b: 1100000000110011 | result: 00001101110100111111001001001100 | result (hex): dd3f24c
Time: 16150 | a: 1001000000000001 | b: 0000000101111101 | result: 11111111010110010101000101111101 | result (hex): ff59517d
Time: 16160 | a: 1110010101000011 | b: 0100010111111101 | result: 11111000101100001010001000110111 | result (hex): f8b0a237
Time: 16170 | a: 0111000010010000 | b: 1010010001011001 | result: 11010111101100110110001000010000 | result (hex): d7b36210
Time: 16180 | a: 1000110110100100 | b: 0111110011101011 | result: 11001000001100100111010110001100 | result (hex): c832758c
Time: 16190 | a: 0100101001101111 | b: 1111111000001000 | result: 11111111011011010111010101111000 | result (hex): ff6d7578
Time: 16200 | a: 1011011100010111 | b: 1010100110001100 | result: 00011000100111110100111110010100 | result (hex): 189f4f94
Time: 16210 | a: 1101111010010011 | b: 0010000011110110 | result: 11111011101100100100000101000010 | result (hex): fbb24142
Time: 16220 | a: 0000010101001001 | b: 1011101010000011 | result: 11111110100100001011111001011011 | result (hex): fe90be5b
Time: 16230 | a: 1110001001110101 | b: 1010101001111000 | result: 00001001110111101101100011011000 | result (hex): 9ded8d8
Time: 16240 | a: 0100000110010010 | b: 1110111010000010 | result: 11111011100001010000100000100100 | result (hex): fb850824
Time: 16250 | a: 0110001011010110 | b: 0001111111111100 | result: 00001100010110010011010010101000 | result (hex): c5934a8
Time: 16260 | a: 0100101010011001 | b: 1001000010101010 | result: 11011111100011101001100110011010 | result (hex): df8e999a
Time: 16270 | a: 0111111010000100 | b: 0110001010001010 | result: 00110000101100101011101100101000 | result (hex): 30b2bb28
Time: 16280 | a: 1001010001111000 | b: 1010100101011111 | result: 00100100011000110101000010001000 | result (hex): 24635088
Time: 16290 | a: 0100101111111101 | b: 1101110011111100 | result: 11110101100110110011100100001100 | result (hex): f59b390c
Time: 16300 | a: 1110100110010010 | b: 0101101111111110 | result: 11110111111100001010010011011100 | result (hex): f7f0a4dc
Time: 16310 | a: 0101111001111001 | b: 0100111011010110 | result: 00011101000101111101011100100110 | result (hex): 1d17d726
Time: 16320 | a: 0010000111111011 | b: 0100111100001001 | result: 00001010011111011010011011010011 | result (hex): a7da6d3
Time: 16330 | a: 0111001100101111 | b: 0010111110011111 | result: 00010101011011010010101100110001 | result (hex): 156d2b31
Time: 16340 | a: 0100101111110100 | b: 0011110110011110 | result: 00010010010010000000010010011000 | result (hex): 12480498
Time: 16350 | a: 1010110110100111 | b: 1000001100001100 | result: 00101000001100011001100011010100 | result (hex): 283198d4
Time: 16360 | a: 0110011100101010 | b: 0000110000111010 | result: 00000100111011010101011110000100 | result (hex): 4ed5784
Time: 16370 | a: 0010010000000010 | b: 1110110001110011 | result: 11111101010000000000010011100110 | result (hex): fd4004e6
Time: 16380 | a: 0100011010111101 | b: 1000011001110111 | result: 11011110011010101100111111011011 | result (hex): de6acfdb
Time: 16390 | a: 0001011011101100 | b: 0000100001001111 | result: 00000000101111100111001011010100 | result (hex): be72d4
Time: 16400 | a: 1111010011111001 | b: 1111100111000010 | result: 00000000010001001101010110110010 | result (hex): 44d5b2
Time: 16410 | a: 1010100001001011 | b: 1011111110010010 | result: 00010110000100101110111111000110 | result (hex): 1612efc6
Time: 16420 | a: 0000101001101100 | b: 1010011011010000 | result: 11111100010111100111111111000000 | result (hex): fc5e7fc0
Time: 16430 | a: 1010001000011101 | b: 0001111011100100 | result: 11110100101010111100011111010100 | result (hex): f4abc7d4
Time: 16440 | a: 1101000000101111 | b: 0110111000011010 | result: 11101011011011110101011011000110 | result (hex): eb6f56c6
Time: 16450 | a: 0111101111100000 | b: 0011100111000010 | result: 00011011111100101011111111000000 | result (hex): 1bf2bfc0
Time: 16460 | a: 0100101000011000 | b: 0101101001011001 | result: 00011010001001100011001001011000 | result (hex): 1a263258
Time: 16470 | a: 0000100010011000 | b: 1110110000010011 | result: 11111111010101001100001101001000 | result (hex): ff54c348
Time: 16480 | a: 0010100101100011 | b: 1111101111000111 | result: 11111111010100010011110011110101 | result (hex): ff513cf5
Time: 16490 | a: 1001101110110011 | b: 1111010101010111 | result: 00000100001011010011100011010101 | result (hex): 42d38d5
Time: 16500 | a: 1011100101100110 | b: 1100100101011010 | result: 00001111000100100100001111011100 | result (hex): f1243dc
Time: 16510 | a: 1111100001100011 | b: 1010000010010000 | result: 00000010110101101001011110110000 | result (hex): 2d697b0
Time: 16520 | a: 0101010110010101 | b: 1001110001100101 | result: 11011110101100111000111111001001 | result (hex): deb38fc9
Time: 16530 | a: 0000110100000100 | b: 0001110001010010 | result: 00000001011100001001101101001000 | result (hex): 1709b48
Time: 16540 | a: 1010001011011100 | b: 1010001111110000 | result: 00100001011111101100001001000000 | result (hex): 217ec240
Time: 16550 | a: 1010010010100010 | b: 0001011111010110 | result: 11110111011111100010110101101100 | result (hex): f77e2d6c
Time: 16560 | a: 0001110110110010 | b: 1100110011101101 | result: 11111010000100110101010111001010 | result (hex): fa1355ca
Time: 16570 | a: 0101011101101000 | b: 1010100000011111 | result: 11100001111111101101010110011000 | result (hex): e1fed598
Time: 16580 | a: 1111001110111101 | b: 0111100110000101 | result: 11111010001011011111011000110001 | result (hex): fa2df631
Time: 16590 | a: 0100011100000011 | b: 0100001111101101 | result: 00010010110101111000011011000111 | result (hex): 12d786c7
Time: 16600 | a: 0110011110011111 | b: 0100001011100100 | result: 00011011000100110100011110011100 | result (hex): 1b13479c
Time: 16610 | a: 1111110110101111 | b: 0011000110110111 | result: 11111111100011001101011100011001 | result (hex): ff8cd719
Time: 16620 | a: 0001110100111101 | b: 1000011001000111 | result: 11110010000110010000100111101011 | result (hex): f21909eb
Time: 16630 | a: 1001110111001011 | b: 1100011010100000 | result: 00010110000000101010000011100000 | result (hex): 1602a0e0
Time: 16640 | a: 0000001000001110 | b: 1011100101111110 | result: 11111111011011110010000011100100 | result (hex): ff6f20e4
Time: 16650 | a: 0011101111111000 | b: 0011101101110100 | result: 00001101111011010101010001100000 | result (hex): ded5460
Time: 16660 | a: 0000001011011000 | b: 1011010001011011 | result: 11111111001010001110001011001000 | result (hex): ff28e2c8
Time: 16670 | a: 0101110000000101 | b: 1101100001101101 | result: 11110001110001100110011000100001 | result (hex): f1c66621
Time: 16680 | a: 1101000011000001 | b: 1110100100001001 | result: 00000100001111001111111111001001 | result (hex): 43cffc9
Time: 16690 | a: 0111010011000000 | b: 1111001110011101 | result: 11111010010110011101100111000000 | result (hex): fa59d9c0
Time: 16700 | a: 0000110011111001 | b: 1001100101100010 | result: 11111010110011001100100001010010 | result (hex): faccc852
Time: 16710 | a: 1000101101110011 | b: 1010101010101011 | result: 00100110110110011000001111010001 | result (hex): 26d983d1
Time: 16720 | a: 1110011001001111 | b: 0110001011011100 | result: 11110110000101000010100111100100 | result (hex): f61429e4
Time: 16730 | a: 1101001011001010 | b: 0101101000001101 | result: 11110000000110001011100001000010 | result (hex): f018b842
Time: 16740 | a: 0101110001100001 | b: 1001100111001110 | result: 11011011000111110100111100001110 | result (hex): db1f4f0e
Time: 16750 | a: 0001110111111010 | b: 0100010000000001 | result: 00000111111101101000010111111010 | result (hex): 7f685fa
Time: 16760 | a: 0101110010110010 | b: 1001101110101001 | result: 11011011101010101111011110000010 | result (hex): dbaaf782
Time: 16770 | a: 1111010110111000 | b: 1111100111101111 | result: 00000000001111100101111011001000 | result (hex): 3e5ec8
Time: 16780 | a: 1010000111110000 | b: 0001001110000011 | result: 11111000110101001010110111010000 | result (hex): f8d4add0
Time: 16790 | a: 0100000010010000 | b: 0010001111111110 | result: 00001001000100111011111011100000 | result (hex): 913bee0
Time: 16800 | a: 0100110100000001 | b: 1111110010001000 | result: 11111110111101001110010010001000 | result (hex): fef4e488
Time: 16810 | a: 1101111101110011 | b: 1100111111011010 | result: 00000110000111110100010011101110 | result (hex): 61f44ee
Time: 16820 | a: 0011000011100011 | b: 1011101101111000 | result: 11110010111010011011101101101000 | result (hex): f2e9bb68
Time: 16830 | a: 0010100001000111 | b: 1000000110100100 | result: 11101100000111101001010001111100 | result (hex): ec1e947c
Time: 16840 | a: 0010010010000001 | b: 0001110100000111 | result: 00000100001000111001110010000111 | result (hex): 4239c87
Time: 16850 | a: 1111010101000010 | b: 1011000101111010 | result: 00000011010010111000001101110100 | result (hex): 34b8374
Time: 16860 | a: 0011011001101001 | b: 0000000010110101 | result: 00000000001001100111100000111101 | result (hex): 26783d
Time: 16870 | a: 1101110000100101 | b: 1001110010111001 | result: 00001101111001111010001010111101 | result (hex): de7a2bd
Time: 16880 | a: 1110001110010001 | b: 0010111011110000 | result: 11111010110010010110010111110000 | result (hex): fac965f0
Time: 16890 | a: 0111011011000110 | b: 1011111111110011 | result: 11100010010010000111011111110010 | result (hex): e24877f2
Time: 16900 | a: 0100100010111110 | b: 0001010011000000 | result: 00000101111001010110011010000000 | result (hex): 5e56680
Time: 16910 | a: 1000001111110100 | b: 0010010101110000 | result: 11101101110110111111111011000000 | result (hex): eddbfec0
Time: 16920 | a: 0011000001101001 | b: 1111100110101100 | result: 11111110110011011010011110001100 | result (hex): fecda78c
Time: 16930 | a: 1001111101011111 | b: 0101001001011001 | result: 11100000111010101101011000000111 | result (hex): e0ead607
Time: 16940 | a: 1000110100110000 | b: 0101111111101111 | result: 11010100111110011001111111010000 | result (hex): d4f99fd0
Time: 16950 | a: 1111011001010111 | b: 0101101000110001 | result: 11111100100110001011110010100111 | result (hex): fc98bca7
Time: 16960 | a: 1101110001110111 | b: 0101010111001010 | result: 11110100000101110111100011100110 | result (hex): f41778e6
Time: 16970 | a: 1010101000001011 | b: 1000110101011011 | result: 00100110011111101000000011101001 | result (hex): 267e80e9
Time: 16980 | a: 1001000101000010 | b: 0101001001010011 | result: 11011100011000110011110001100110 | result (hex): dc633c66
Time: 16990 | a: 1000111011111111 | b: 0011010111000011 | result: 11101000010001001011011100111101 | result (hex): e844b73d
Time: 17000 | a: 1110111101011010 | b: 0000010001000001 | result: 11111111101110010010110111011010 | result (hex): ffb92dda
Time: 17010 | a: 0110011100111101 | b: 1010010111000100 | result: 11011011100111000101101110110100 | result (hex): db9c5bb4
Time: 17020 | a: 1000010011110111 | b: 1100001101100011 | result: 00011101001000011001000010000101 | result (hex): 1d219085
Time: 17030 | a: 1100001001111101 | b: 1110100010001000 | result: 00000101101000111001101001101000 | result (hex): 5a39a68
Time: 17040 | a: 0111001001010011 | b: 1011100101000011 | result: 11100000011010001110011010111001 | result (hex): e068e6b9
Time: 17050 | a: 0010100001111011 | b: 0011101100010001 | result: 00001001010101110000100100101011 | result (hex): 957092b
Time: 17060 | a: 0100111000000011 | b: 0010110001101111 | result: 00001101100010100101011101001101 | result (hex): d8a574d
Time: 17070 | a: 1110000010000001 | b: 1111111001101100 | result: 00000000001100011011010001101100 | result (hex): 31b46c
Time: 17080 | a: 1010011000011100 | b: 1111111111100000 | result: 00000000000010110011110010000000 | result (hex): b3c80
Time: 17090 | a: 1101000011000101 | b: 1011001101001100 | result: 00001110001001101011100101111100 | result (hex): e26b97c
Time: 17100 | a: 1101111111010000 | b: 0100011100011100 | result: 11110111000011110010101011000000 | result (hex): f70f2ac0
Time: 17110 | a: 1000110101111101 | b: 0011110001000111 | result: 11100101000010011000100110101011 | result (hex): e50989ab
Time: 17120 | a: 0001110011100111 | b: 1011011110001001 | result: 11110111110100011001100010011111 | result (hex): f7d1989f
Time: 17130 | a: 0100100110100010 | b: 0010111000101001 | result: 00001101010001101110011011110010 | result (hex): d46e6f2
Time: 17140 | a: 1000100111011100 | b: 0101100010100010 | result: 11010111000110001101110100111000 | result (hex): d718dd38
Time: 17150 | a: 1110001111101101 | b: 1111100100110110 | result: 00000000101111101001100011111110 | result (hex): be98fe
Time: 17160 | a: 1101110011100011 | b: 1100101100101010 | result: 00000111001111110011111000111110 | result (hex): 73f3e3e
Time: 17170 | a: 0001111011111010 | b: 1110000111011010 | result: 11111100010110100001101011100100 | result (hex): fc5a1ae4
Time: 17180 | a: 0000111010001101 | b: 0110000101110111 | result: 00000101100010100011000010001011 | result (hex): 58a308b
Time: 17190 | a: 0100101001100011 | b: 0000000011100000 | result: 00000000010000010001011010100000 | result (hex): 4116a0
Time: 17200 | a: 1001101010111010 | b: 1111001011011110 | result: 00000101001100100000000101001100 | result (hex): 532014c
Time: 17210 | a: 1011101111110001 | b: 0110100010111101 | result: 11100100001001111010100011101101 | result (hex): e427a8ed
Time: 17220 | a: 1001111101001110 | b: 0001110001110010 | result: 11110101010000010111100010111100 | result (hex): f54178bc
Time: 17230 | a: 1110011100101001 | b: 1100010101101010 | result: 00000101101011110100001111111010 | result (hex): 5af43fa
Time: 17240 | a: 1001110001010011 | b: 0011011111101110 | result: 11101010001110010010101000101010 | result (hex): ea392a2a
Time: 17250 | a: 1111100010110110 | b: 1111110000100011 | result: 00000000000111000010100011100010 | result (hex): 1c28e2
Time: 17260 | a: 1111111100001011 | b: 0000011000110011 | result: 11111111111110100001000100110001 | result (hex): fffa1131
Time: 17270 | a: 1011100001101010 | b: 1001101111110010 | result: 00011011111110101000001000110100 | result (hex): 1bfa8234
Time: 17280 | a: 0011110110111100 | b: 1000001000001101 | result: 11100001101000001001101010001100 | result (hex): e1a09a8c
Time: 17290 | a: 0100101000011011 | b: 0100011110011000 | result: 00010100101110010111110100001000 | result (hex): 14b97d08
Time: 17300 | a: 0101101010101111 | b: 1010111000001000 | result: 11100010111101101100011101111000 | result (hex): e2f6c778
Time: 17310 | a: 1100000011001111 | b: 1011011110010010 | result: 00010001111000001110111100001110 | result (hex): 11e0ef0e
Time: 17320 | a: 1111100100110011 | b: 0101111111001001 | result: 11111101011101001001011000001011 | result (hex): fd74960b
Time: 17330 | a: 0001100101101101 | b: 1000011111000000 | result: 11110100000011101000110011000000 | result (hex): f40e8cc0
Time: 17340 | a: 0100000101000001 | b: 1110001111010000 | result: 11111000110100001010011111010000 | result (hex): f8d0a7d0
Time: 17350 | a: 0000100010100001 | b: 0101101111111011 | result: 00000011000110011011000011011011 | result (hex): 319b0db
Time: 17360 | a: 0101011010101110 | b: 0100010010010010 | result: 00010111001101111010011100111100 | result (hex): 1737a73c
Time: 17370 | a: 0100010010111001 | b: 0111010111111100 | result: 00011111101011000011001100011100 | result (hex): 1fac331c
Time: 17380 | a: 1110000100000101 | b: 1010101111100010 | result: 00001010001011011111110101101010 | result (hex): a2dfd6a
Time: 17390 | a: 1011101101100110 | b: 1111110101011000 | result: 00000000101101100011100100010000 | result (hex): b63910
Time: 17400 | a: 0110001111010001 | b: 0011010000011100 | result: 00010100010100010101111011011100 | result (hex): 14515edc
Time: 17410 | a: 0111100101111011 | b: 1110001011011100 | result: 11110010001010111111101110110100 | result (hex): f22bfbb4
Time: 17420 | a: 1011101001010000 | b: 1011000111100101 | result: 00010101010000101111100110010000 | result (hex): 1542f990
Time: 17430 | a: 1111111011001110 | b: 0111100000001100 | result: 11111111011100001000000110101000 | result (hex): ff7081a8
Time: 17440 | a: 1011001111110010 | b: 1100100011101001 | result: 00010000010111011101011101000010 | result (hex): 105dd742
Time: 17450 | a: 0011111110100101 | b: 1000111010100001 | result: 11100011110100001000110011000101 | result (hex): e3d08cc5
Time: 17460 | a: 1111011011110010 | b: 1000000001110100 | result: 00000100100000101110010110101000 | result (hex): 482e5a8
Time: 17470 | a: 1100011000110100 | b: 0111000000100101 | result: 11100110101011100110010110000100 | result (hex): e6ae6584
Time: 17480 | a: 0110000000111101 | b: 0101111110100001 | result: 00100011111100110010100101011101 | result (hex): 23f3295d
Time: 17490 | a: 0111011111100101 | b: 0010000101111110 | result: 00001111101011111000011110110110 | result (hex): faf87b6
Time: 17500 | a: 1100001101110001 | b: 0000000010000110 | result: 11111111111000000100110100100110 | result (hex): ffe04d26
Time: 17510 | a: 1111110101111010 | b: 1001101000011111 | result: 00000001000000010001010111000110 | result (hex): 10115c6
Time: 17520 | a: 1100010100011001 | b: 1100001000110011 | result: 00001110001110000011010111111011 | result (hex): e3835fb
Time: 17530 | a: 1001000000011100 | b: 0010011000011110 | result: 11101111010101110000101101001000 | result (hex): ef570b48
Time: 17540 | a: 1110111000010101 | b: 1100101110000010 | result: 00000011101011001000110110101010 | result (hex): 3ac8daa
Time: 17550 | a: 1010001101110110 | b: 1101000111100110 | result: 00010000101010100011001000000100 | result (hex): 10aa3204
Time: 17560 | a: 0111111110011111 | b: 1001110011110001 | result: 11001110100111100000100010101111 | result (hex): ce9e08af
Time: 17570 | a: 0011010011000010 | b: 1011100111101111 | result: 11110001100011110111001100011110 | result (hex): f18f731e
Time: 17580 | a: 1100111011010110 | b: 1011001110010000 | result: 00001110101011011111101001100000 | result (hex): eadfa60
Time: 17590 | a: 1011000111111011 | b: 0000001011001001 | result: 11111111001001101011010000010011 | result (hex): ff26b413
Time: 17600 | a: 1111110001111010 | b: 0111000110100000 | result: 11111110011011111010011001000000 | result (hex): fe6fa640
Time: 17610 | a: 0001000101101010 | b: 0111001101101100 | result: 00000111110110011111011010111000 | result (hex): 7d9f6b8
Time: 17620 | a: 0111001000010100 | b: 0101011110011110 | result: 00100111000010110011010001011000 | result (hex): 270b3458
Time: 17630 | a: 0110001110010001 | b: 0101001001010010 | result: 00100000000001000101011001110010 | result (hex): 20045672
Time: 17640 | a: 0011011100111111 | b: 0101101101110110 | result: 00010011101111001101110000001010 | result (hex): 13bcdc0a
Time: 17650 | a: 1111001111010000 | b: 0111101010110000 | result: 11111010001010001011111100000000 | result (hex): fa28bf00
Time: 17660 | a: 1101101111111101 | b: 0111000101001010 | result: 11110000000100000100010000100010 | result (hex): f0104422
Time: 17670 | a: 1001010011010000 | b: 0010000100010110 | result: 11110010001001011001100111100000 | result (hex): f22599e0
Time: 17680 | a: 1011001101111101 | b: 1010010011101100 | result: 00011011001110001000101100111100 | result (hex): 1b388b3c
Time: 17690 | a: 1100011100110100 | b: 0010000110010011 | result: 11111000100011010001011011011100 | result (hex): f88d16dc
Time: 17700 | a: 1111000001101110 | b: 1110101010101010 | result: 00000001010011000011010100001100 | result (hex): 14c350c
Time: 17710 | a: 0111001101111001 | b: 1111000000001101 | result: 11111000110011100100110100100101 | result (hex): f8ce4d25
Time: 17720 | a: 0000011110011011 | b: 0010100000111100 | result: 00000001001100100000000001010100 | result (hex): 1320054
Time: 17730 | a: 0010100111111100 | b: 0101011001110001 | result: 00001110001011010011000000111100 | result (hex): e2d303c
Time: 17740 | a: 0101101111001100 | b: 0101101111111000 | result: 00100000111110100111000110100000 | result (hex): 20fa71a0
Time: 17750 | a: 1101100100111010 | b: 1101100001000110 | result: 00000110000001000101010111011100 | result (hex): 60455dc
Time: 17760 | a: 0100110110011000 | b: 0110101010100101 | result: 00100000010100101111001011111000 | result (hex): 2052f2f8
Time: 17770 | a: 1100101110110010 | b: 0011111110101101 | result: 11110010111111010111010101001010 | result (hex): f2fd754a
Time: 17780 | a: 0100001001000011 | b: 1010111101000011 | result: 11101011000110100010010010001001 | result (hex): eb1a2489
Time: 17790 | a: 0001000111111111 | b: 1111100110000011 | result: 11111111100010110011110001111101 | result (hex): ff8b3c7d
Time: 17800 | a: 1000101010111010 | b: 1000010111001111 | result: 00110111111110011100111001100110 | result (hex): 37f9ce66
Time: 17810 | a: 1111010000110011 | b: 1110011010110111 | result: 00000001001010100110001001110101 | result (hex): 12a6275
Time: 17820 | a: 0111011100011010 | b: 0000100100000011 | result: 00000100001100010100111101001110 | result (hex): 4314f4e
Time: 17830 | a: 1000011111001101 | b: 1010101010010111 | result: 00101000000110100011101111101011 | result (hex): 281a3beb
Time: 17840 | a: 0010110111101111 | b: 1100111100000001 | result: 11110111001101010110111011101111 | result (hex): f7356eef
Time: 17850 | a: 0100110000101010 | b: 1001111001011110 | result: 11100010111100111110001101101100 | result (hex): e2f3e36c
Time: 17860 | a: 0011100110101011 | b: 0011111110100100 | result: 00001110010101100000011010001100 | result (hex): e56068c
Time: 17870 | a: 0000111001101011 | b: 1100000101000110 | result: 11111100011101111001110001000010 | result (hex): fc779c42
Time: 17880 | a: 1110011111100000 | b: 1011100001101000 | result: 00000110101111110011001100000000 | result (hex): 6bf3300
Time: 17890 | a: 1001011110110111 | b: 1100001110101100 | result: 00011000100100110101001111110100 | result (hex): 189353f4
Time: 17900 | a: 1001010001100000 | b: 1111000011110010 | result: 00000110010101000100001011000000 | result (hex): 65442c0
Time: 17910 | a: 0001101111110011 | b: 0110000111111000 | result: 00001010101100100010011001101000 | result (hex): ab22668
Time: 17920 | a: 1101101110010111 | b: 0110011110100101 | result: 11110001010000100100100101010011 | result (hex): f1424953
Time: 17930 | a: 0010000110100101 | b: 1001110111011010 | result: 11110011000110011101011110000010 | result (hex): f319d782
Time: 17940 | a: 1001011011101001 | b: 1011001110100100 | result: 00011111010110001001100001000100 | result (hex): 1f589844
Time: 17950 | a: 0001011101011101 | b: 1010000110100011 | result: 11110111011000110101110100110111 | result (hex): f7635d37
Time: 17960 | a: 1011100101110100 | b: 1000101110010001 | result: 00100000000101100000011010110100 | result (hex): 201606b4
Time: 17970 | a: 0000100001011010 | b: 1011000010001110 | result: 11111101011010001000000111101100 | result (hex): fd6881ec
Time: 17980 | a: 0001010010010100 | b: 0001000000100111 | result: 00000001010011000110001010001100 | result (hex): 14c628c
Time: 17990 | a: 1101101100100101 | b: 1100001010000100 | result: 00001000110110100000100100010100 | result (hex): 8da0914
Time: 18000 | a: 0101111100101000 | b: 1010011101010000 | result: 11011111000010001101010010000000 | result (hex): df08d480
Time: 18010 | a: 1110000011100010 | b: 0001100011010011 | result: 11111100111110111000101001000110 | result (hex): fcfb8a46
Time: 18020 | a: 0110011011110100 | b: 0110111101001101 | result: 00101100110000101100001101100100 | result (hex): 2cc2c364
Time: 18030 | a: 0101101000011001 | b: 1100111011010100 | result: 11101110101100011011101010110100 | result (hex): eeb1bab4
Time: 18040 | a: 1010011110110101 | b: 0111000111010000 | result: 11011000101111110010100000010000 | result (hex): d8bf2810
Time: 18050 | a: 0001001010000000 | b: 1011110000010101 | result: 11111011000101111000010010000000 | result (hex): fb178480
Time: 18060 | a: 1110001011000010 | b: 1010111001110011 | result: 00001001010100001011100100100110 | result (hex): 950b926
Time: 18070 | a: 1001111000001110 | b: 0011111001011001 | result: 11101000001001010101011011011110 | result (hex): e82556de
Time: 18080 | a: 1001011000011001 | b: 0011111110110011 | result: 11100101101001100001101001111011 | result (hex): e5a61a7b
Time: 18090 | a: 0101110000110100 | b: 1010110100000010 | result: 11100010000110111101110001101000 | result (hex): e21bdc68
Time: 18100 | a: 0111001101011000 | b: 1111001110010001 | result: 11111010011001011101110011011000 | result (hex): fa65dcd8
Time: 18110 | a: 1100111010100101 | b: 1010110011001100 | result: 00010000000010101000011101111100 | result (hex): 100a877c
Time: 18120 | a: 1111111100100010 | b: 0101011011111111 | result: 11111111101101001000111011011110 | result (hex): ffb48ede
Time: 18130 | a: 1101110101011010 | b: 1001001110110111 | result: 00001110101001111110100101010110 | result (hex): ea7e956
Time: 18140 | a: 1110011100100110 | b: 0011100001111111 | result: 11111010100000111111101111011010 | result (hex): fa83fbda
Time: 18150 | a: 1101011000111011 | b: 1100011001001110 | result: 00001001011010011110011111111010 | result (hex): 969e7fa
Time: 18160 | a: 0101111111001111 | b: 0011011100011101 | result: 00010100101000000101001101110011 | result (hex): 14a05373
Time: 18170 | a: 0101111100100001 | b: 0100011011000011 | result: 00011010010010110111110000100011 | result (hex): 1a4b7c23
Time: 18180 | a: 0010011001101010 | b: 0011100100111010 | result: 00001000100101100100111000000100 | result (hex): 8964e04
Time: 18190 | a: 1001010110010111 | b: 0100111000100000 | result: 11011111100001101011010011100000 | result (hex): df86b4e0
Time: 18200 | a: 0010101100001010 | b: 0010100000011000 | result: 00000110101111011001100011110000 | result (hex): 6bd98f0
Time: 18210 | a: 1000101000110101 | b: 1000110111001101 | result: 00110100100010111101110101110001 | result (hex): 348bdd71
Time: 18220 | a: 0101011010001011 | b: 1010100001000011 | result: 11100010010101101101111001100001 | result (hex): e256de61
